"seqnames"	"start"	"end"	"width"	"strand"	"gene_id"	"entrezgene"	"ensembl_gene_id"
"305"	"chrX"	2852699	2886286	33588	"-"	"ARSE"	415	"ENSG00000157399"
"306"	"chrX"	2959512	3030767	71256	"+"	"ARSF"	416	"ENSG00000062096"
"307"	"chr11"	3666358	3685646	19289	"+"	"ART1"	417	"ENSG00000129744"
"308"	"chr4"	76932337	77033955	101619	"+"	"ART3"	419	"ENSG00000156219"
"309"	"chr12"	14978503	14996429	17927	"-"	"ART4"	420	"ENSG00000111339"
"310"	"chr22"	19957419	20004331	46913	"-"	"ARVCF"	421	"ENSG00000099889"
"311"	"chr8"	17913934	17942494	28561	"-"	"ASAH1"	427	"ENSG00000104763"
"312"	"chr12"	103351464	103354294	2831	"+"	"ASCL1"	429	"ENSG00000139352"
"313"	"chr11"	2289725	2292182	2458	"-"	"ASCL2"	430	"ENSG00000183734"
"314"	"chr17"	7076750	7082883	6134	"-"	"ASGR1"	432	"ENSG00000141505"
"315"	"chr17"	7004641	7019019	14379	"-"	"ASGR2"	433	"ENSG00000161944"
"316"	"chr20"	32782375	32857150	74776	"+"	"ASIP"	434	"ENSG00000101440"
"317"	"chr7"	65540785	65558545	17761	"+"	"ASL"	435	"ENSG00000126522"
"318"	"chrX"	1733894	1761974	28081	"+"	"ASMT"	438	"ENSG00000196433"
"319"	"chr19"	12847953	12859137	11185	"+"	"ASNA1"	439	"ENSG00000198356"
"320"	"chr7"	97481430	97501854	20425	"-"	"ASNS"	440	"ENSG00000070669"
"321"	"chr17"	3375668	3406713	31046	"+"	"ASPA"	443	"ENSG00000108381"
"322"	"chr8"	62413116	62627155	214040	"-"	"ASPH"	444	"ENSG00000198363"
"323"	"chr9"	133320316	133376661	56346	"+"	"ASS1"	445	"ENSG00000130707"
"324"	"chr1"	176826438	177134109	307672	"-"	"ASTN1"	460	"ENSG00000152092"
"325"	"chr1"	173872947	173886516	13570	"-"	"SERPINC1"	462	"ENSG00000117601"
"326"	"chr16"	72816784	73093597	276814	"-"	"ZFHX3"	463	"ENSG00000140836"
"327"	"chr12"	51157493	51214905	57413	"+"	"ATF1"	466	"ENSG00000123268"
"328"	"chr1"	212738676	212794119	55444	"+"	"ATF3"	467	"ENSG00000162772"
"329"	"chr22"	39915700	39918691	2992	"+"	"ATF4"	468	"ENSG00000128272"
"330"	"chr2"	216176540	216214487	37948	"+"	"ATIC"	471	"ENSG00000138363"
"331"	"chr11"	108093211	108239829	146619	"+"	"ATM"	472	"ENSG00000149311"
"332"	"chr1"	8412457	8877702	465246	"-"	"RERE"	473	"ENSG00000142599"
"333"	"chr4"	94750042	94751221	1180	"+"	"ATOH1"	474	"ENSG00000172238"
"334"	"chr5"	151121877	151152093	30217	"-"	"ATOX1"	475	"ENSG00000177556"
"335"	"chr1"	116915290	116952883	37594	"+"	"ATP1A1"	476	"ENSG00000163399"
"336"	"chr1"	160085549	160113381	27833	"+"	"ATP1A2"	477	"ENSG00000018625"
"337"	"chr19"	42470734	42501649	30916	"-"	"ATP1A3"	478	"ENSG00000105409"
"338"	"chr13"	25254549	25285921	31373	"+"	"ATP12A"	479	"ENSG00000075673"
"339"	"chr1"	160121360	160156767	35408	"+"	"ATP1A4"	480	"ENSG00000132681"
"340"	"chr1"	169074935	169101960	27026	"+"	"ATP1B1"	481	"ENSG00000143153"
"341"	"chr17"	7549945	7561086	11142	"+"	"ATP1B2"	482	"ENSG00000129244"
"342"	"chr3"	141594966	141645356	50391	"+"	"ATP1B3"	483	"ENSG00000069849"
"343"	"chr11"	117671559	117699413	27855	"-"	"FXYD2"	486	"ENSG00000137731"
"344"	"chr16"	28889726	28915830	26105	"+"	"ATP2A1"	487	"ENSG00000196296"
"345"	"chr12"	110718561	110788898	70338	"+"	"ATP2A2"	488	"ENSG00000174437"
"346"	"chr17"	3827169	3867736	40568	"-"	"ATP2A3"	489	"ENSG00000074370"
"347"	"chr12"	89981828	90103077	121250	"-"	"ATP2B1"	490	"ENSG00000070961"
"348"	"chr3"	10365707	10749716	384010	"-"	"ATP2B2"	491	"ENSG00000157087"
"349"	"chrX"	152783134	152848397	65264	"+"	"ATP2B3"	492	"ENSG00000067842"
"350"	"chr1"	203595689	203713209	117521	"+"	"ATP2B4"	493	"ENSG00000058668"
"351"	"chr19"	36040945	36054560	13616	"-"	"ATP4A"	495	"ENSG00000105675"
"352"	"chr13"	114303119	114312501	9383	"-"	"ATP4B"	496	"ENSG00000186009"
"353"	"chr18"	43664110	43684300	20191	"-"	"ATP5A1"	498	"ENSG00000152234"
"354"	"chr5"	125877533	125931110	53578	"-"	"ALDH7A1"	501	"ENSG00000164904"
"355"	"chr12"	57031959	57039798	7840	"-"	"ATP5B"	506	"ENSG00000110955"
"356"	"chr10"	7830092	7849778	19687	"+"	"ATP5C1"	509	"ENSG00000165629"
"357"	"chr19"	1241749	1244824	3076	"+"	"ATP5D"	513	"ENSG00000099624"
"358"	"chr20"	57600522	57607437	6916	"-"	"ATP5E"	514	"ENSG00000124172"
"359"	"chr1"	111991486	112005395	13910	"+"	"ATP5F1"	515	"ENSG00000116459"
"360"	"chr17"	46970127	46973233	3107	"+"	"ATP5G1"	516	"ENSG00000159199"
"361"	"chr12"	54026510	54071192	44683	"-"	"ATP5G2"	517	"ENSG00000135390"
"362"	"chr2"	176040986	176049335	8350	"-"	"ATP5G3"	518	"ENSG00000154518"
"363"	"chr4"	666225	668127	1903	"-"	"ATP5I"	521	"ENSG00000169020"
"364"	"chr21"	27088815	27107984	19170	"-"	"ATP5J"	522	"ENSG00000154723"
"365"	"chr3"	113465866	113530903	65038	"+"	"ATP6V1A"	523	"ENSG00000114573"
"366"	"chr2"	71163012	71192536	29525	"+"	"ATP6V1B1"	525	"ENSG00000116039"
"367"	"chr8"	20054878	20084330	29453	"+"	"ATP6V1B2"	526	"ENSG00000147416"
"368"	"chr16"	2563871	2570219	6349	"+"	"ATP6V0C"	527	"ENSG00000185883"
"369"	"chr8"	104033291	104085279	51989	"+"	"ATP6V1C1"	528	"ENSG00000155097"
"370"	"chr22"	18074902	18111584	36683	"-"	"ATP6V1E1"	529	"ENSG00000131100"
"371"	"chr1"	44440159	44443967	3809	"+"	"ATP6V0B"	533	"ENSG00000117410"
"372"	"chr6"	31512239	31516204	3966	"-"	"ATP6V1G2"	534	"ENSG00000213760"
"373"	"chr17"	40610862	40674629	63768	"+"	"ATP6V0A1"	535	"ENSG00000033627"
"374"	"chrX"	153656978	153664862	7885	"+"	"ATP6AP1"	537	"ENSG00000071553"
"375"	"chrX"	77166194	77305892	139699	"+"	"ATP7A"	538	"ENSG00000165240"
"376"	"chr21"	35275757	35288284	12528	"-"	"ATP5O"	539	"ENSG00000241837"
"377"	"chr13"	52506809	52585630	78822	"-"	"ATP7B"	540	"ENSG00000123191"
"378"	"chr3"	142168077	142297668	129592	"-"	"ATR"	545	"ENSG00000175054"
"379"	"chrX"	76760356	77041702	281347	"-"	"ATRX"	546	"ENSG00000085224"
"380"	"chr2"	241653181	241759725	106545	"-"	"KIF1A"	547	"ENSG00000130294"
"381"	"chr9"	93976097	94124195	148099	"-"	"AUH"	549	"ENSG00000148090"
"382"	"chr2"	74753772	74757066	3295	"-"	"AUP1"	550	"ENSG00000115307"
"383"	"chr20"	3063202	3065370	2169	"-"	"AVP"	551	"ENSG00000101200"
"384"	"chr12"	63539014	63544722	5709	"-"	"AVPR1A"	552	"ENSG00000166148"
"385"	"chr1"	206223976	206231639	7664	"+"	"AVPR1B"	553	"ENSG00000198049"
"386"	"chrX"	153167985	153172620	4636	"+"	"AVPR2"	554	"ENSG00000126895"
"387"	"chr19"	41725108	41767671	42564	"+"	"AXL"	558	"ENSG00000167601"
"388"	"chr7"	99564343	99573780	9438	"-"	"AZGP1"	563	"ENSG00000160862"
"389"	"chr19"	825097	832017	6921	"+"	"AZU1"	566	"ENSG00000172232"
"390"	"chr15"	45003675	45011075	7401	"+"	"B2M"	567	"ENSG00000166710"
"391"	"chr9"	104122699	104145801	23103	"-"	"BAAT"	570	"ENSG00000136881"
"392"	"chr21"	30723955	30734215	10261	"+"	"BACH1-IT1"	571	"ENSG00000248476"
"393"	"chr11"	64037302	64052176	14875	"-"	"BAD"	572	"ENSG00000002330"
"394"	"chr9"	33247818	33264761	16944	"-"	"BAG1"	573	"ENSG00000107262"
"395"	"chr8"	143530791	143626370	95580	"+"	"BAI1"	575	"ENSG00000181790"
"396"	"chr1"	32192718	32230494	37777	"-"	"BAI2"	576	"ENSG00000121753"
"397"	"chr6"	69345259	70099403	754145	"+"	"BAI3"	577	"ENSG00000135298"
"398"	"chr20"	31276723	31278816	2094	"-"	"BAK1P1"	578	"ENSG00000175730"
"399"	"chr4"	13542454	13546674	4221	"-"	"NKX3-2"	579	"ENSG00000109705"
"400"	"chr2"	215590370	215674428	84059	"-"	"BARD1"	580	"ENSG00000138376"
"401"	"chr19"	49458072	49465055	6984	"+"	"BAX"	581	"ENSG00000087088"
"402"	"chr11"	66276550	66301084	24535	"+"	"CTD-3074O7.11"	582	"ENSG00000256349"
"403"	"chr16"	56500748	56554195	53448	"-"	"BBS2"	583	"ENSG00000125124"
"404"	"chr15"	72978527	73030817	52291	"+"	"BBS4"	585	"ENSG00000140463"
"405"	"chr12"	24964295	25102393	138099	"-"	"BCAT1"	586	"ENSG00000060982"
"406"	"chr19"	49298319	49314286	15968	"-"	"BCAT2"	587	"ENSG00000105552"
"407"	"chr3"	165490692	165555260	64569	"-"	"BCHE"	590	"ENSG00000114200"
"408"	"chr19"	41884215	41930910	46696	"+"	"BCKDHA"	593	"ENSG00000248098"
"409"	"chr6"	80816364	81055987	239624	"+"	"BCKDHB"	594	"ENSG00000083123"
"410"	"chr11"	69455855	69469242	13388	"+"	"CCND1"	595	"ENSG00000110092"
"411"	"chr18"	60790579	60987361	196783	"-"	"BCL2"	596	"ENSG00000171791"
"412"	"chr15"	80253231	80263788	10558	"-"	"BCL2A1"	597	"ENSG00000140379"
"413"	"chr20"	30252255	30311792	59538	"-"	"BCL2L1"	598	"ENSG00000171552"
"414"	"chr14"	23767999	23780968	12970	"+"	"BCL2L2"	599	"ENSG00000129473"
"415"	"chr19"	45250962	45263301	12340	"+"	"BCL3"	602	"ENSG00000069399"
"416"	"chr3"	187439165	187463515	24351	"-"	"BCL6"	604	"ENSG00000113916"
"417"	"chr12"	122457328	122499948	42621	"+"	"BCL7A"	605	"ENSG00000110987"
"418"	"chr1"	147013182	147098017	84836	"+"	"BCL9"	607	"ENSG00000116128"
"419"	"chr16"	12058964	12061925	2962	"+"	"TNFRSF17"	608	"ENSG00000048462"
"420"	"chr19"	589893	617159	27267	"+"	"HCN2"	610	"ENSG00000099822"
"421"	"chr7"	128412545	128415844	3300	"-"	"OPN1SW"	611	"ENSG00000128617"
"422"	"chr22"	23521891	23660224	138334	"+"	"BCR"	613	"ENSG00000186716"
"423"	"chr2"	219523487	219528166	4680	"+"	"BCS1L"	617	"ENSG00000074582"
"424"	"chr2"	47558199	47571656	13458	"+"	"BCYRN1"	618	"ENSG00000236824"
"425"	"chr3"	197236654	197300194	63541	"-"	"BDH1"	622	"ENSG00000161267"
"426"	"chr14"	96722161	96735304	13144	"+"	"BDKRB1"	623	"ENSG00000100739"
"427"	"chr14"	96671016	96710666	39651	"+"	"BDKRB2"	624	"ENSG00000168398"
"428"	"chr11"	27676440	27743605	67166	"-"	"BDNF"	627	"ENSG00000176697"
"429"	"chr6"	31895475	31919861	24387	"+"	"CFB"	629	"ENSG00000243649"
"430"	"chr20"	17474550	17549865	75316	"-"	"BFSP1"	631	"ENSG00000125864"
"431"	"chr1"	156211753	156213112	1360	"+"	"BGLAP"	632	"ENSG00000242252"
"432"	"chrX"	152760397	152775012	14616	"+"	"BGN"	633	"ENSG00000182492"
"433"	"chr19"	43011456	43065386	53931	"-"	"CEACAM1"	634	"ENSG00000079385"
"434"	"chr5"	78407602	78428108	20507	"+"	"BHMT"	635	"ENSG00000145692"
"435"	"chr12"	32259769	32536567	276799	"+"	"BICD1"	636	"ENSG00000151746"
"436"	"chr22"	18216906	18257536	40631	"-"	"BID"	637	"ENSG00000015475"
"437"	"chr22"	43506754	43525718	18965	"+"	"BIK"	638	"ENSG00000100290"
"438"	"chr6"	106534195	106557814	23620	"+"	"PRDM1"	639	"ENSG00000057657"
"439"	"chr8"	11351510	11422113	70604	"+"	"BLK"	640	"ENSG00000136573"
"440"	"chr15"	91260558	91358859	98302	"+"	"BLM"	641	"ENSG00000197299"
"441"	"chr17"	28575218	28619074	43857	"-"	"BLMH"	642	"ENSG00000108578"
"442"	"chr11"	118754475	118768508	14034	"+"	"CXCR5"	643	"ENSG00000160683"
"443"	"chr7"	43798279	43846939	48661	"+"	"BLVRA"	644	"ENSG00000106605"
"444"	"chr19"	40953696	40971747	18052	"-"	"BLVRB"	645	"ENSG00000090013"
"445"	"chr15"	83924655	83953466	28812	"-"	"BNC1"	646	"ENSG00000169594"
"446"	"chr10"	22605317	22618471	13155	"+"	"COMMD3-BMI1"	648	"ENSG00000269897"
"447"	"chr8"	22022249	22069839	47591	"+"	"BMP1"	649	"ENSG00000168487"
"448"	"chr20"	6748311	6760927	12617	"+"	"BMP2"	650	"ENSG00000125845"
"449"	"chr4"	81952119	81978685	26567	"+"	"BMP3"	651	"ENSG00000152785"
"450"	"chr14"	54416454	54425479	9026	"-"	"BMP4"	652	"ENSG00000125378"
"451"	"chr6"	55618443	55740362	121920	"-"	"BMP5"	653	"ENSG00000112175"
"452"	"chr6"	7727030	7881655	154626	"+"	"BMP6"	654	"ENSG00000153162"
"453"	"chr20"	55743804	55841685	97882	"-"	"BMP7"	655	"ENSG00000101144"
"454"	"chr1"	40222854	40254533	31680	"-"	"BMP8B"	656	"ENSG00000116985"
"455"	"chr10"	88516407	88692595	176189	"+"	"BMPR1A"	657	"ENSG00000107779"
"456"	"chr4"	95679119	96079599	400481	"+"	"BMPR1B"	658	"ENSG00000138696"
"457"	"chr2"	203241659	203432474	190816	"+"	"BMPR2"	659	"ENSG00000204217"
"458"	"chrX"	15482369	15574652	92284	"+"	"BMX"	660	"ENSG00000102010"
"459"	"chr8"	22102617	22112113	9497	"+"	"POLR3D"	661	"ENSG00000168495"
"460"	"chr5"	172571445	172591390	19946	"+"	"BNIP1"	662	"ENSG00000113734"
"461"	"chr15"	59951345	59981733	30389	"-"	"BNIP2"	663	"ENSG00000140299"
"462"	"chr10"	133781578	133795435	13858	"-"	"BNIP3"	664	"ENSG00000176171"
"463"	"chr8"	26240414	26363152	122739	"+"	"BNIP3L"	665	"ENSG00000104765"
"464"	"chr2"	242498136	242513546	15411	"+"	"BOK"	666	"ENSG00000176720"
"465"	"chr6"	56322785	56819426	496642	"-"	"DST"	667	"ENSG00000151914"
"466"	"chr3"	138663066	138665982	2917	"-"	"FOXL2"	668	"ENSG00000183770"
"467"	"chr7"	134331560	134364565	33006	"+"	"BPGM"	669	"ENSG00000172331"
"468"	"chr6"	3118608	3153812	35205	"+"	"BPHL"	670	"ENSG00000137274"
"469"	"chr20"	36888551	36965907	77357	"+"	"BPI"	671	"ENSG00000101425"
"470"	"chr17"	41196312	41277500	81189	"-"	"BRCA1"	672	"ENSG00000012048"
"471"	"chr7"	140419127	140624564	205438	"-"	"BRAF"	673	"ENSG00000157764"
"472"	"chr13"	32889611	32973805	84195	"+"	"BRCA2"	675	"ENSG00000139618"
"473"	"chr1"	92414928	92479983	65056	"+"	"BRDT"	676	"ENSG00000137948"
"474"	"chr14"	69254377	69263190	8814	"-"	"ZFP36L1"	677	"ENSG00000185650"
"475"	"chr2"	43449541	43453748	4208	"-"	"ZFP36L2"	678	"ENSG00000152518"
"476"	"chrX"	135570046	135575939	5894	"+"	"BRS3"	680	"ENSG00000102239"
"477"	"chr19"	571297	583493	12197	"+"	"BSG"	682	"ENSG00000172270"
"478"	"chr4"	15704573	15739936	35364	"+"	"BST1"	683	"ENSG00000109743"
"479"	"chr19"	17513748	17516457	2710	"-"	"BST2"	684	"ENSG00000130303"
"480"	"chr4"	75669969	75719896	49928	"-"	"BTC"	685	"ENSG00000174808"
"481"	"chr3"	15642848	15687329	44482	"+"	"BTD"	686	"ENSG00000169814"
"482"	"chr9"	72999503	73029540	30038	"-"	"KLF9"	687	"ENSG00000119138"
"483"	"chr13"	73629114	73651676	22563	"+"	"KLF5"	688	"ENSG00000102554"
"484"	"chr5"	72794233	72801460	7228	"+"	"BTF3"	689	"ENSG00000145741"
"485"	"chr12"	92536286	92539673	3388	"-"	"BTG1"	694	"ENSG00000133639"
"486"	"chrX"	100604435	100641183	36749	"-"	"BTK"	695	"ENSG00000010671"
"487"	"chr6"	26501449	26510650	9202	"+"	"BTN1A1"	696	"ENSG00000124557"
"488"	"chr2"	111395275	111435691	40417	"-"	"BUB1"	699	"ENSG00000169679"
"489"	"chr15"	40453224	40513337	60114	"+"	"BUB1B"	701	"ENSG00000156970"
"490"	"chr6"	41888926	41900784	11859	"+"	"BYSL"	705	"ENSG00000112578"
"491"	"chr22"	43547520	43559248	11729	"+"	"TSPO"	706	"ENSG00000100300"
"492"	"chr17"	5336097	5352150	16054	"-"	"C1QBP"	708	"ENSG00000108561"
"493"	"chr11"	57364860	57382326	17467	"+"	"SERPING1"	710	"ENSG00000149131"
"494"	"chr1"	22962999	22966101	3103	"+"	"C1QA"	712	"ENSG00000173372"
"495"	"chr1"	22979255	22988031	8777	"+"	"C1QB"	713	"ENSG00000173369"
"496"	"chr1"	22970123	22974603	4481	"+"	"C1QC"	714	"ENSG00000159189"
"497"	"chr12"	7187513	7245203	57691	"-"	"C1R"	715	"ENSG00000159403"
"498"	"chr12"	7096351	7178336	81986	"+"	"C1S"	716	"ENSG00000182326"
"499"	"chr6"	31865562	31913449	47888	"+"	"C2"	717	"ENSG00000166278"
"500"	"chr19"	6677715	6730573	52859	"-"	"C3"	718	"ENSG00000125730"
"501"	"chr12"	8210898	8219067	8170	"-"	"C3AR1"	719	"ENSG00000171860"
"502"	"chr6"	31949801	31970458	20658	"+"	"C4A"	720	"ENSG00000244731"
"503"	"chr1"	207277607	207318317	40711	"+"	"C4BPA"	722	"ENSG00000123838"
"504"	"chr1"	207262187	207273338	11152	"+"	"C4BPB"	725	"ENSG00000123843"
"505"	"chr11"	76777979	76837201	59223	"+"	"CAPN5"	726	"ENSG00000149260"
"506"	"chr9"	123714616	123812554	97939	"-"	"C5"	727	"ENSG00000106804"
"507"	"chr19"	47793280	47825323	32044	"+"	"C5AR1"	728	"ENSG00000197405"
"508"	"chr5"	41142336	41261540	119205	"-"	"C6"	729	"ENSG00000039537"
"509"	"chr5"	40909354	40983041	73688	"+"	"C7"	730	"ENSG00000112936"
"510"	"chr1"	57320479	57383894	63416	"+"	"C8A"	731	"ENSG00000157131"
"511"	"chr1"	57394883	57431813	36931	"-"	"C8B"	732	"ENSG00000021852"
"512"	"chr9"	139839698	139841426	1729	"+"	"C8G"	733	"ENSG00000176919"
"513"	"chr8"	90914087	90940116	26030	"+"	"OSGIN2"	734	"ENSG00000164823"
"514"	"chr5"	39284364	39424970	140607	"-"	"C9"	735	"ENSG00000113600"
"515"	"chr11"	64856796	64879332	22537	"+"	"VPS51"	738	"ENSG00000149823"
"516"	"chr11"	64889655	64894843	5189	"+"	"MRPL49"	740	"ENSG00000149792"
"517"	"chr11"	64883875	64885170	1296	"-"	"ZNHIT2"	741	"ENSG00000174276"
"518"	"chr11"	30406040	30608419	202380	"-"	"MPPED2"	744	"ENSG00000066382"
"519"	"chr11"	61520114	61555990	35877	"+"	"MYRF"	745	"ENSG00000124920"
"520"	"chr11"	61535973	61560274	24302	"-"	"TMEM258"	746	"ENSG00000134825"
"521"	"chr11"	61447905	61514473	66569	"+"	"DAGLA"	747	"ENSG00000134780"
"522"	"chr16"	90095316	90096309	994	"-"	"C16orf3"	750	"ENSG00000221819"
"523"	"chr17"	43298811	43324687	25877	"+"	"FMNL1"	752	"ENSG00000184922"
"524"	"chr18"	13217497	13652754	435258	"+"	"LDLRAD4"	753	"ENSG00000168675"
"525"	"chr21"	46269500	46293752	24253	"-"	"PTTG1IP"	754	"ENSG00000183255"
"526"	"chr21"	45748827	45759285	10459	"-"	"C21orf2"	755	"ENSG00000160226"
"527"	"chr21"	34804792	34852318	47527	"-"	"TMEM50B"	757	"ENSG00000142188"
"528"	"chr22"	43807202	43903728	96527	"+"	"MPPED1"	758	"ENSG00000186732"
"529"	"chr8"	86239837	86291243	51407	"-"	"CA1"	759	"ENSG00000133742"
"530"	"chr8"	86376081	86393722	17642	"+"	"CA2"	760	"ENSG00000104267"
"531"	"chr8"	86285665	86361269	75605	"+"	"CA3"	761	"ENSG00000164879"
"532"	"chr17"	58227297	58248260	20964	"+"	"CA4"	762	"ENSG00000167434"
"533"	"chr16"	87921625	87970135	48511	"-"	"CA5A"	763	"ENSG00000174990"
"534"	"chr1"	9005926	9035151	29226	"+"	"CA6"	765	"ENSG00000131686"
"535"	"chr16"	66878282	66888056	9775	"+"	"CA7"	766	"ENSG00000168748"
"536"	"chr8"	61099906	61193971	94066	"-"	"CA8"	767	"ENSG00000178538"
"537"	"chr9"	35673853	35681156	7304	"+"	"CA9"	768	"ENSG00000107159"
"538"	"chr19"	49141199	49149569	8371	"-"	"CA11"	770	"ENSG00000063180"
"539"	"chr15"	63613577	63674360	60784	"-"	"CA12"	771	"ENSG00000074410"
"540"	"chr19"	13317256	13734804	417549	"-"	"CACNA1A"	773	"ENSG00000141837"
"541"	"chr9"	140772241	141019076	246836	"+"	"CACNA1B"	774	"ENSG00000148408"
"542"	"chr12"	2079952	2802108	722157	"+"	"CACNA1C"	775	"ENSG00000151067"
"543"	"chr3"	53528683	53847760	319078	"+"	"CACNA1D"	776	"ENSG00000157388"
"544"	"chr1"	181382238	181777219	394982	"+"	"CACNA1E"	777	"ENSG00000198216"
"545"	"chrX"	49061523	49089833	28311	"-"	"CACNA1F"	778	"ENSG00000102001"
"546"	"chr1"	201008642	201081694	73053	"-"	"CACNA1S"	779	"ENSG00000081248"
"547"	"chr6"	30844198	30867933	23736	"+"	"DDR1"	780	"ENSG00000204580"
"548"	"chr7"	81575760	82073114	497355	"-"	"CACNA2D1"	781	"ENSG00000153956"
"549"	"chr17"	37329709	37353956	24248	"-"	"CACNB1"	782	"ENSG00000067191"
"550"	"chr10"	18429606	18830798	401193	"+"	"CACNB2"	783	"ENSG00000165995"
"551"	"chr12"	49207577	49222724	15148	"+"	"CACNB3"	784	"ENSG00000167535"
"552"	"chr2"	152689290	152955593	266304	"-"	"CACNB4"	785	"ENSG00000182389"
"553"	"chr17"	65040706	65052909	12204	"+"	"CACNG1"	786	"ENSG00000108878"
"554"	"chr3"	48894369	48936426	42058	"-"	"SLC25A20"	788	"ENSG00000178537"
"555"	"chr2"	27440258	27466811	26554	"+"	"CAD"	790	"ENSG00000084774"
"556"	"chr8"	91070836	91107703	36868	"-"	"CALB1"	793	"ENSG00000104327"
"557"	"chr16"	71392616	71424341	31726	"+"	"CALB2"	794	"ENSG00000172137"
"558"	"chrX"	16668281	16672793	4513	"+"	"S100G"	795	"ENSG00000169906"
"559"	"chr11"	14988214	14993900	5687	"-"	"CALCA"	796	"ENSG00000110680"
"560"	"chr11"	14926543	15103888	177346	"+"	"CALCB"	797	"ENSG00000175868"
"561"	"chr7"	93053799	93204042	150244	"-"	"CALCR"	799	"ENSG00000004948"
"562"	"chr7"	134429003	134655479	226477	"+"	"CALD1"	800	"ENSG00000122786"
"563"	"chr14"	90862846	90874605	11760	"+"	"CALM1"	801	"ENSG00000198668"
"564"	"chr14"	90862846	90874605	11760	"+"	"CALM1"	805	"ENSG00000198668"
"565"	"chr14"	90862846	90874605	11760	"+"	"CALM1"	808	"ENSG00000198668"
"566"	"chr10"	5566924	5568225	1302	"+"	"CALML3"	810	"ENSG00000178363"
"567"	"chr19"	13049392	13055303	5912	"+"	"CALR"	811	"ENSG00000179218"
"568"	"chr7"	128379346	128411861	32516	"+"	"CALU"	813	"ENSG00000128595"
"569"	"chr5"	110559351	110830584	271234	"+"	"CAMK4"	814	"ENSG00000152495"
"570"	"chr5"	149599054	149669854	70801	"-"	"CAMK2A"	815	"ENSG00000070808"
"571"	"chr7"	44256749	44374176	117428	"-"	"CAMK2B"	816	"ENSG00000058404"
"572"	"chr4"	114372188	114683083	310896	"-"	"CAMK2D"	817	"ENSG00000145349"
"573"	"chr10"	75572259	75634343	62085	"-"	"CAMK2G"	818	"ENSG00000148660"
"574"	"chr5"	134074191	134087847	13657	"+"	"CAMLG"	819	"ENSG00000164615"
"575"	"chr3"	48264837	48266981	2145	"+"	"CAMP"	820	"ENSG00000164047"
"576"	"chr5"	179105629	179157926	52298	"+"	"CANX"	821	"ENSG00000127022"
"577"	"chr2"	85621871	85645555	23685	"-"	"CAPG"	822	"ENSG00000042493"
"578"	"chr11"	64948037	64979477	31441	"+"	"CAPN1"	823	"ENSG00000014216"
"579"	"chr1"	223889295	223963720	74426	"+"	"CAPN2"	824	"ENSG00000162909"
"580"	"chr15"	42640301	42704516	64216	"+"	"CAPN3"	825	"ENSG00000092529"
"581"	"chr19"	36630477	36641255	10779	"+"	"CAPNS1"	826	"ENSG00000126247"
"582"	"chrX"	110488331	110513751	25421	"-"	"CAPN6"	827	"ENSG00000077274"
"583"	"chr19"	5911718	5915888	4171	"+"	"CAPS"	828	"ENSG00000105519"
"584"	"chr1"	113161795	113214241	52447	"+"	"CAPZA1"	829	"ENSG00000116489"
"585"	"chr7"	116451124	116562103	110980	"+"	"CAPZA2"	830	"ENSG00000198898"
"586"	"chr5"	95860971	96115299	254329	"+"	"CAST"	831	"ENSG00000153113"
"587"	"chr1"	19665267	19812066	146800	"-"	"CAPZB"	832	"ENSG00000077549"
"588"	"chr11"	3022152	3078843	56692	"-"	"CARS"	833	"ENSG00000110619"
"589"	"chr11"	104896170	104972158	75989	"-"	"CASP1"	834	"ENSG00000137752"
"590"	"chr7"	142985308	143004789	19482	"+"	"CASP2"	835	"ENSG00000106144"
"591"	"chr4"	185548850	185570663	21814	"-"	"CASP3"	836	"ENSG00000164305"
"592"	"chr11"	104813593	104840163	26571	"-"	"CASP4"	837	"ENSG00000196954"
"593"	"chr11"	104864962	104893895	28934	"-"	"CASP5"	838	"ENSG00000137757"
"594"	"chr4"	110609785	110624739	14955	"-"	"CASP6"	839	"ENSG00000138794"
"595"	"chr10"	115438942	115490662	51721	"+"	"CASP7"	840	"ENSG00000165806"
"596"	"chr2"	202098166	202152434	54269	"+"	"CASP8"	841	"ENSG00000064012"
"597"	"chr1"	15817327	15853029	35703	"-"	"CASP9"	842	"ENSG00000132906"
"598"	"chr2"	202047604	202094129	46526	"+"	"CASP10"	843	"ENSG00000003400"
"599"	"chr1"	160160285	160171676	11392	"+"	"CASQ1"	844	"ENSG00000143318"
"600"	"chr1"	116242628	116311402	68775	"-"	"CASQ2"	845	"ENSG00000118729"
"601"	"chr3"	121902530	122005342	102813	"+"	"CASR"	846	"ENSG00000036828"
"602"	"chr11"	34460472	34493609	33138	"+"	"CAT"	847	"ENSG00000121691"
"603"	"chr7"	116164839	116201233	36395	"+"	"CAV1"	857	"ENSG00000105974"
"604"	"chr7"	115927434	116148595	221162	"+"	"CAV2"	858	"ENSG00000105971"
"605"	"chr3"	8775486	8883492	108007	"+"	"CAV3"	859	"ENSG00000182533"
"606"	"chr6"	45295894	45632086	336193	"+"	"RUNX2"	860	"ENSG00000124813"
"607"	"chr21"	36160098	37376965	1216868	"-"	"RUNX1"	861	"ENSG00000159216"
"608"	"chr8"	92967203	93115514	148312	"-"	"RUNX1T1"	862	"ENSG00000079102"
"609"	"chr16"	88941266	89043612	102347	"-"	"CBFA2T3"	863	"ENSG00000129993"
